node_id	longitude	latitude
u1557f3dtzxc	4.385862	51.209118
u1557f322k7g	4.385278	51.208715
u1557f0tt8k0	4.384473	51.208221
u1557cczwvef	4.386243	51.207219
u1557eq33us1	4.381222	51.214381
u1557eq6h90p	4.381335	51.214492
u1557fdvbbgg	4.387359	51.211014
u1557fgdc58p	4.388394	51.211887
u1557gxj1j00	4.393201	51.216400
u1557gqnf48n	4.391870	51.215315
u155kh01rvpu	4.394875	51.218504
u155kh01n90p	4.394810	51.218440
u1557f4374hn	4.386769	51.207502
u1557f49wuu5	4.387273	51.207559
u1557f56drzy	4.388115	51.207747
u1557g8tw8zv	4.384521	51.216464
u1557g81hnkp	4.383722	51.215722
u1557g816j7u	4.383636	51.215759
u1557u77k2gc	4.388196	51.220197
u1557u3err5f	4.385921	51.220231
u1557u7get24	4.388845	51.220264
u1557u7g9bun	4.388775	51.220241
u1557gr9y5xf	4.394113	51.214462
u1557gpr9b2j	4.393576	51.214058
u1557sns6284	4.381582	51.218994
u1557sne775u	4.381630	51.218836
u1557sndx524	4.381785	51.218709
u1557gzfscrb	4.394403	51.217324
u155k5b40y85	4.394563	51.217267
u1557enjzc7c	4.381136	51.213763
u1557eqb8b25	4.381860	51.214230
u1557gcs2shh	4.385632	51.217640
u1557u4n93b5	4.386345	51.219387
u1557u1djnb1	4.385819	51.218642
u1557gcj5us4	4.385085	51.217771
u1557gbgwfkp	4.384870	51.217502
u1557g8h65gy	4.383636	51.216266
u1557exf340n	4.383245	51.215913
u1557erjd5pz	4.382268	51.215103
u1557eqg9wkp	4.381898	51.214777
u1557gz8j8kp	4.394086	51.216891
u155k58ngh5u	4.394665	51.216696
u155k504e9gy	4.394687	51.213208
u1557gpfv2b4	4.394413	51.213245
u1557f6h9z2n	4.386367	51.209461
u1557f07fmeb	4.383990	51.207949
u1557dp81rez	4.382917	51.207317
u1557gnubk2p	4.392825	51.213608
u1557gnuxwu5	4.393142	51.213578
u1557f4tsd5u	4.387177	51.208231
u1557gjjd280	4.390508	51.213716
u1557gh9dwru	4.389843	51.213060
u1557gh9qbs5	4.390020	51.212986
u1557gjqyz80	4.391044	51.213968
u1557f1718h4	4.385331	51.207791
u1557ukkcb2h	4.389457	51.220453
u1557ukr5sgf	4.389537	51.220862
u155k521pvxv	4.394875	51.214344
u1557grcxbbn	4.394521	51.214404
u1557fnwf025	4.392557	51.208436
u1557fnzj080	4.393029	51.208480
u1557fnz7tsj	4.392970	51.208550
u1557frz55bh	4.394317	51.209871
u1557frzf42j	4.394274	51.209992
u1557fnudfb4	4.392933	51.208063
u1557cvpy2h4	4.390685	51.207233
u1557gbqgepf	4.384049	51.218064
u1557ezz4b8n	4.383320	51.218094
u1557fxer6s4	4.394161	51.210594
u1557fhj1wuh	4.389108	51.208171
u1557fwhhms0	4.391972	51.210738
u1557f5sjjpc	4.388577	51.207989
u1557fvf145f	4.391490	51.211750
u1557gj3567f	4.390900	51.212953
u1557fs3uc5f	4.389591	51.210328
u1557cgsqqb4	4.388620	51.206668
u155k4bjryry	4.394875	51.212331
u1557fzwh47z	4.394022	51.212439
u1557cyh3qgf	4.391844	51.206668
u1557u0d6c7c	4.384355	51.218655
u1557gbh4kpb	4.383652	51.217597
u1557ezgpyef	4.383540	51.217439
u1557ezbh9pg	4.383405	51.216894
u1557fh72p5g	4.389387	51.207871
u1557fnzwg7c	4.393110	51.208581
u1557ew3yeu1	4.381426	51.215836
u1557f5qfrk0	4.388110	51.208473
u1557eyb1v7z	4.381909	51.216918
u1557ewubyu0	4.381866	51.216367
u1557spdqzxf	4.383159	51.218689
u1557fpsp801	4.394166	51.207962
u1557fjwqm8p	4.391366	51.208379
u1557fnqbhgb	4.392133	51.208460
u155k40495s1	4.394580	51.207724
u155k401zczg	4.394875	51.207586
u1557fzetfbj	4.394091	51.212012
